SOLDIER_ID,LAST_NAME,FIRST_NAME,GENDER,AGE,HOME_STATE,RANK,PAY_GRADE,MOS_CODE,MOS_TITLE,MOS_BRANCH,BRIGADE,BATTALION,COMPANY,PLATOON,ENLISTMENT_DATE,YEARS_OF_SERVICE,STATUS,DEPLOYMENT,THEATER,DEPLOY_MONTHS,COMBAT_TOURS,BASE_PAY_USD,BAH_USD,BAS_USD,TOTAL_MONTHLY_PAY_USD,ACFT_TOTAL_SCORE,ACFT_STATUS,RUN_TIME_MIN,PUSHUPS_COUNT,SITUPS_COUNT,WEAPON,WEAPON_SCORE,WEAPON_QUALIFICATION,EDUCATION,SECURITY_CLEARANCE,AIRBORNE_QUALIFIED,AIR_ASSAULT_QUALIFIED,RANGER_TAB,VEHICLE_QUALIFIED,AWARD_1,AWARD_2,EVAL_RATING,LAST_PROMOTION_DATE,INJURY_STATUS,REENLIST_ELIGIBLE,DAYS_UNTIL_ETS,ETS_STATUS
US-0250,Robinson,Luis,M,21,TN,LTC,O5,12B,Combat Engineer,Combat Support,DISCOM,15th BSB,Foxtrot,HQ PLT,2007-08-26,16.8,TDY,JRTC Rotation,Fort Johnson,0,0,6618,1235,266,8119,576,PASS,16.5,67,40,M240B,19,MARKSMAN,AA Degree,Top Secret,YES,NO,NO,None,Airborne Badge,Army Achievement Medal,Highly Qualified,2017-11-24,Medical Hold,YES,-386,ETS Eligible
US-0251,Allen,Luis,M,42,MO,MAJ,O4,11B,Infantry,Combat,3rd BCT,2-12 IN,Bravo,2nd PLT,2021-08-04,2.8,Medical Hold,KFOR,Kosovo,0,0,5696,1050,266,7012,536,PASS,13.1,22,56,M240B,34,SHARPSHOOTER,BA/BS Degree,Secret,NO,NO,NO,M1126 Stryker,Expert Infantryman Badge,None,Outstanding,2021-07-02,Profile,YES,1177,Retained
US-0252,Harris,Jessica,F,21,KY,2LT,O1,88M,Motor Transport Operator,Logistics,1st BCT,1-4 AVN,Delta,3rd PLT,2019-06-28,4.9,Transition,OIF,Iraq,5,0,3637,850,266,4753,576,PASS,17.3,27,71,M4 Carbine,22,MARKSMAN,Some College,Secret,NO,NO,YES,None,Airborne Badge,None,Highly Qualified,2021-04-22,Fit for Duty,YES,504,Retained
US-0253,Hall,Monique,F,31,NC,2LT,O1,42A,Human Resources Specialist,Admin,DIVARTY,1-8 CAV,Delta,1st PLT,2012-08-16,11.8,Deployed,KFOR,Kosovo,5,0,3637,0,266,3903,421,PASS,19.8,40,54,M4 Carbine,19,MARKSMAN,HS Diploma,Top Secret,YES,YES,NO,None,Army Achievement Medal,Bronze Star Medal,Qualified,2013-04-24,Medical Hold,YES,720,Retained
US-0254,Moore,Monique,F,18,PA,SGT,E5,42A,Human Resources Specialist,Admin,3rd BCT,2-12 IN,Delta,1st PLT,2006-03-01,18.3,Active Duty,OEF,Afghanistan,7,1,2730,0,422,3152,487,PASS,16.7,68,62,M4 Carbine,24,MARKSMAN,MA/MS Degree,TS/SCI,YES,NO,NO,None,Army Commendation Medal,None,Outstanding,2018-06-11,Fit for Duty,YES,14,ETS Eligible
US-0255,Lewis,Elijah,M,26,MI,SPC,E3,25B,IT Specialist,Signal,DISCOM,15th BSB,Bravo,2nd PLT,2013-05-17,11,Leave,Peacetime,CONUS,0,0,2259,0,422,2681,521,PASS,17.1,47,65,M4 Carbine,16,MARKSMAN,AA Degree,Secret,YES,YES,NO,FMTV,Expert Infantryman Badge,Airborne Badge,Needs Improvement,2017-10-09,Limited Duty,YES,1590,Retained
US-0256,Garcia,Marcus,M,32,MI,SPC,E3,25U,Signal Support Specialist,Signal,1st BCT,3-16 FA,Echo,1st PLT,2008-02-19,16.3,TDY,JRTC Rotation,Fort Johnson,0,0,2259,1939,422,4620,548,PASS,20,33,69,M240B,37,EXPERT,AA Degree,Secret,NO,NO,NO,M2A3 Bradley,Purple Heart,None,Outstanding,2022-07-01,Fit for Duty,YES,-492,ETS Eligible
US-0257,Johnson,Ashley,F,24,MO,SSG,E6,42A,Human Resources Specialist,Admin,DIVARTY,2-4 AVN,Echo,4th PLT,2022-02-07,2.3,Deployed,KFOR,Kosovo,2,0,2980,0,422,3402,517,PASS,17.1,77,72,M4 Carbine,27,MARKSMAN,HS Diploma,None,YES,NO,NO,M1126 Stryker,Meritorious Service Medal,Purple Heart,Outstanding,2024-01-03,Profile,YES,284,Retained
US-0258,Thompson,Derek,M,41,FL,MSG,E8,68W,Combat Medic,Medical,3rd BCT,1-8 CAV,Charlie,4th PLT,2020-10-16,3.6,Leave,JRTC Rotation,Fort Johnson,0,0,4739,0,422,5161,492,PASS,12.6,82,70,M4 Carbine,24,MARKSMAN,Some College,Secret,YES,NO,NO,M2A3 Bradley,Airborne Badge,Combat Infantry Badge,Qualified,2024-12-09,Medical Hold,YES,1642,Retained
US-0259,Wright,Michael,M,19,PA,PVT,E1,19D,Cavalry Scout,Combat,DISCOM,15th BSB,HHC,3rd PLT,2020-04-08,4.1,Medical Hold,Peacetime,CONUS,0,0,1917,0,422,2339,316,FAIL,20.5,61,73,M240B,29,MARKSMAN,BA/BS Degree,Top Secret,YES,NO,NO,None,Meritorious Service Medal,None,Outstanding,2022-03-13,Limited Duty,YES,297,Retained
US-0260,Allen,DeShawn,M,25,WA,PVT,E1,19D,Cavalry Scout,Combat,2nd BCT,2-4 AVN,Delta,1st PLT,2010-08-10,13.8,Attached,OEF,Afghanistan,5,0,1917,1474,422,3813,304,FAIL,13,60,36,M9 Pistol,29,MARKSMAN,HS Diploma,Top Secret,NO,YES,NO,M2A3 Bradley,None,None,Needs Improvement,2011-08-21,Medical Hold,YES,1296,Retained
US-0261,Allen,Carlos,M,42,CO,CPL,E4,11C,Indirect Fire Infantry,Combat,1st BCT,1-8 CAV,Delta,3rd PLT,2020-07-21,3.9,TDY,OIF,Iraq,4,0,2504,926,422,3852,511,PASS,13,59,70,M4 Carbine,19,MARKSMAN,Some College,TS/SCI,NO,YES,NO,HMMWV,None,None,Highly Qualified,2024-06-16,Fit for Duty,YES,1253,Retained
US-0262,King,Jason,M,43,CA,PVT,E1,68W,Combat Medic,Medical,DIVARTY,1-82 FA,HHC,2nd PLT,2007-06-04,17,Medical Hold,OIF,Iraq,0,0,1917,0,422,2339,583,PASS,17.5,73,42,M249 SAW,36,EXPERT,HS Diploma,TS/SCI,NO,YES,NO,None,Air Assault Badge,None,Outstanding,2016-10-10,Profile,YES,1601,Retained
US-0263,Allen,Derek,M,40,MO,SGT,E5,12B,Combat Engineer,Combat Support,CAB,2-12 IN,HHC,3rd PLT,2011-07-13,12.9,Attached,OIR,Iraq/Syria,0,0,2730,0,422,3152,317,FAIL,13,52,65,M9 Pistol,27,MARKSMAN,MA/MS Degree,None,NO,YES,NO,LMTV,Combat Medic Badge,None,Qualified,2018-07-12,Medical Hold,YES,727,Retained
US-0264,Garcia,Tanya,F,35,GA,CPL,E4,68W,Combat Medic,Medical,1st BCT,87th BSB,Bravo,1st PLT,2019-04-30,5.1,TDY,OEF,Afghanistan,7,1,2504,0,422,2926,459,PASS,14.5,67,79,M9 Pistol,22,MARKSMAN,Some College,None,YES,NO,YES,FMTV,Meritorious Service Medal,None,Highly Qualified,2023-01-14,Medical Hold,YES,-321,ETS Eligible
US-0265,Wilson,Michael,M,29,TN,SGM,E9,12B,Combat Engineer,Combat Support,2nd BCT,2-12 IN,Echo,2nd PLT,2012-08-15,11.8,TDY,NTC Rotation,Fort Irwin,0,0,5473,0,422,5895,424,PASS,14,21,41,M4 Carbine,16,MARKSMAN,Some College,Secret,NO,NO,NO,M1A2 Abrams,None,None,Highly Qualified,2014-08-28,Limited Duty,YES,91,ETS Eligible
US-0266,Wilson,Michael,M,43,AL,CPT,O3,19D,Cavalry Scout,Combat,3rd BCT,1-82 FA,HHC,4th PLT,2019-04-09,5.1,Attached,OEF,Afghanistan,1,0,4836,0,266,5102,366,PASS,19.8,38,80,M240B,23,MARKSMAN,MA/MS Degree,TS/SCI,NO,NO,YES,None,Army Commendation Medal,Bronze Star Medal,Qualified,2023-05-09,Fit for Duty,YES,1585,Retained
US-0267,Walker,Ryan,M,36,NC,LTC,O5,12B,Combat Engineer,Combat Support,3rd BCT,2-4 AVN,Charlie,HQ PLT,2020-07-30,3.8,Medical Hold,KFOR,Kosovo,15,2,6618,1770,266,8654,588,PASS,17.4,60,80,M4 Carbine,22,MARKSMAN,AA Degree,Secret,NO,NO,NO,M2A3 Bradley,Combat Medic Badge,Expert Infantryman Badge,Qualified,2024-03-19,Medical Hold,YES,-156,ETS Eligible
US-0268,Walker,Carlos,M,44,SC,1LT,O2,13F,Fire Support Specialist,Combat Support,DIVARTY,1-8 CAV,Delta,HQ PLT,2018-12-07,5.5,TDY,OIR,Iraq/Syria,13,2,4188,1723,266,6177,452,PASS,16.2,43,61,M240B,28,MARKSMAN,MA/MS Degree,None,NO,YES,NO,M2A3 Bradley,Army Commendation Medal,None,Qualified,2019-02-08,Fit for Duty,YES,-15,ETS Eligible
US-0269,Williams,Nathan,M,33,SC,SFC,E7,35F,Intelligence Analyst,Intelligence,2nd BCT,1-4 AVN,Charlie,3rd PLT,2011-10-16,12.6,Attached,JRTC Rotation,Fort Johnson,0,0,3294,2199,422,5915,568,PASS,14.1,58,38,M240B,16,MARKSMAN,Some College,TS/SCI,NO,NO,YES,None,None,None,Needs Improvement,2015-09-16,Limited Duty,YES,1443,Retained
US-0270,Lewis,Carlos,M,31,AZ,2LT,O1,31B,Military Police,Law Enforcement,1st BCT,1-82 FA,Foxtrot,2nd PLT,2014-08-14,9.8,Medical Hold,NTC Rotation,Fort Irwin,0,0,3637,0,266,3903,305,FAIL,16.2,74,65,M240B,20,MARKSMAN,MA/MS Degree,Top Secret,NO,YES,NO,None,Airborne Badge,Bronze Star Medal,Highly Qualified,2014-04-06,Medical Hold,YES,-369,ETS Eligible
US-0271,Moore,Luis,M,20,AZ,CPT,O3,42A,Human Resources Specialist,Admin,2nd BCT,3-16 FA,Alpha,HQ PLT,2013-09-01,10.7,Attached,OEF,Afghanistan,15,2,4836,1022,266,6124,445,PASS,17.3,48,70,M4 Carbine,21,MARKSMAN,AA Degree,TS/SCI,YES,YES,NO,None,Army Achievement Medal,Combat Infantry Badge,Highly Qualified,2024-10-05,Profile,YES,-214,ETS Eligible
US-0272,Jackson,Ashley,F,26,OH,PVT,E1,12B,Combat Engineer,Combat Support,3rd BCT,3-16 FA,Delta,2nd PLT,2007-06-27,16.9,Deployed,OEF,Afghanistan,13,2,1917,0,422,2339,356,FAIL,15.8,77,43,M249 SAW,25,MARKSMAN,HS Diploma,Top Secret,NO,NO,NO,HMMWV,Meritorious Service Medal,None,Outstanding,2020-07-25,Profile,YES,511,Retained
US-0273,Lewis,Ryan,M,25,NC,LTC,O5,92A,Automated Logistical Specialist,Logistics,1st BCT,2-4 AVN,Alpha,3rd PLT,2019-07-01,4.9,Leave,KFOR,Kosovo,11,1,6618,1409,266,8293,502,PASS,17.7,71,41,M249 SAW,21,MARKSMAN,AA Degree,Secret,YES,NO,YES,M1A2 Abrams,Airborne Badge,Expert Infantryman Badge,Outstanding,2021-06-08,Medical Hold,YES,1521,Retained
US-0274,Hall,Amanda,F,28,MO,CPL,E4,35F,Intelligence Analyst,Intelligence,1st BCT,2-5 CAV,HHC,3rd PLT,2014-03-14,10.2,Active Duty,KFOR,Kosovo,5,0,2504,0,422,2926,327,FAIL,16.8,49,31,M9 Pistol,28,MARKSMAN,BA/BS Degree,None,NO,YES,NO,None,Purple Heart,Combat Medic Badge,Outstanding,2020-02-25,Limited Duty,YES,492,Retained
US-0275,Robinson,Sarah,F,24,MO,1SG,E8,25B,IT Specialist,Signal,2nd BCT,3-66 AR,Foxtrot,1st PLT,2018-08-13,5.8,Deployed,OIF,Iraq,5,0,4739,0,422,5161,329,FAIL,17,45,40,M4 Carbine,37,EXPERT,HS Diploma,Secret,YES,NO,NO,None,Bronze Star Medal,None,Needs Improvement,2021-06-16,Fit for Duty,YES,1318,Retained
US-0276,Williams,James,M,21,WA,CPT,O3,31B,Military Police,Law Enforcement,2nd BCT,1-41 IN,Charlie,2nd PLT,2009-06-27,14.9,Leave,OIF,Iraq,0,0,4836,0,266,5102,322,FAIL,20.9,41,42,M249 SAW,19,MARKSMAN,AA Degree,Secret,YES,NO,NO,LMTV,None,None,Qualified,2017-11-11,Profile,YES,1252,Retained
US-0277,Wilson,Kevin,M,43,IN,CPL,E4,35F,Intelligence Analyst,Intelligence,3rd BCT,3-66 AR,Alpha,4th PLT,2019-09-02,4.7,Attached,OIR,Iraq/Syria,0,0,2504,0,422,2926,432,PASS,16.4,24,72,M240B,17,MARKSMAN,Some College,TS/SCI,YES,NO,NO,LMTV,Army Achievement Medal,Meritorious Service Medal,Needs Improvement,2022-08-21,Medical Hold,YES,1091,Retained
US-0278,Garcia,Jason,M,19,NY,2LT,O1,25B,IT Specialist,Signal,DISCOM,87th BSB,Alpha,3rd PLT,2005-05-25,19,Deployed,Peacetime,CONUS,0,0,3637,1998,266,5901,409,PASS,15.8,60,77,M4 Carbine,23,MARKSMAN,AA Degree,TS/SCI,NO,NO,YES,None,Army Commendation Medal,Army Achievement Medal,Needs Improvement,2008-05-27,Limited Duty,YES,1039,Retained
US-0279,Thompson,Marcus,M,37,AZ,LTC,O5,19D,Cavalry Scout,Combat,3rd BCT,3-66 AR,Charlie,3rd PLT,2019-06-09,5,Transition,NTC Rotation,Fort Irwin,0,0,6618,881,266,7765,302,FAIL,18,38,78,M249 SAW,39,EXPERT,MA/MS Degree,None,NO,NO,NO,None,Purple Heart,None,Qualified,2019-01-25,Medical Hold,YES,-236,ETS Eligible
US-0280,Wilson,Monique,F,32,OH,PFC,E2,15T,UH-60 Helicopter Repairer,Aviation,2nd BCT,1-41 IN,Bravo,1st PLT,2008-11-23,15.5,Deployed,Peacetime,CONUS,0,0,2149,0,422,2571,529,PASS,14.5,25,57,M240B,21,MARKSMAN,AA Degree,Secret,NO,NO,NO,None,None,None,Outstanding,2016-01-24,Limited Duty,YES,1131,Retained
US-0281,Robinson,Sarah,F,35,MI,LTC,O5,42A,Human Resources Specialist,Admin,DIVARTY,21st BSB,Echo,4th PLT,2022-01-20,2.4,Medical Hold,OEF,Afghanistan,15,2,6618,840,266,7724,443,PASS,16.1,25,78,M249 SAW,33,SHARPSHOOTER,BA/BS Degree,Top Secret,NO,NO,NO,None,None,None,Outstanding,2024-08-19,Fit for Duty,YES,301,Retained
US-0282,Johnson,Michael,M,42,TN,PVT,E1,25B,IT Specialist,Signal,DIVARTY,2-4 AVN,Echo,3rd PLT,2016-01-09,8.4,Transition,KFOR,Kosovo,13,2,1917,1608,422,3947,591,PASS,15.8,39,71,M4 Carbine,29,MARKSMAN,MA/MS Degree,Secret,NO,NO,NO,M1126 Stryker,Army Commendation Medal,Army Achievement Medal,Outstanding,2023-10-23,Limited Duty,YES,-264,ETS Eligible
US-0283,Thompson,Rachel,F,30,IN,MSG,E8,68W,Combat Medic,Medical,1st BCT,1-82 FA,Echo,1st PLT,2020-08-23,3.8,Active Duty,JRTC Rotation,Fort Johnson,0,0,4739,0,422,5161,365,PASS,14.7,49,73,M240B,23,MARKSMAN,HS Diploma,None,YES,NO,NO,M2A3 Bradley,Airborne Badge,None,Qualified,2024-08-26,Profile,YES,1248,Retained
US-0284,Walker,Derek,M,42,CO,CPT,O3,92A,Automated Logistical Specialist,Logistics,3rd BCT,2-4 AVN,Delta,1st PLT,2007-06-15,17,Attached,JRTC Rotation,Fort Johnson,0,0,4836,1972,266,7074,397,PASS,19.4,37,77,M9 Pistol,38,EXPERT,MA/MS Degree,TS/SCI,YES,YES,YES,FMTV,Bronze Star Medal,None,Qualified,2016-08-31,Limited Duty,YES,198,Retained
US-0285,Garcia,Nathan,M,30,GA,SGT,E5,13F,Fire Support Specialist,Combat Support,CAB,3-66 AR,HHC,1st PLT,2015-02-09,9.3,Attached,Peacetime,CONUS,0,0,2730,0,422,3152,388,PASS,14.2,67,41,M240B,29,MARKSMAN,AA Degree,Secret,YES,NO,YES,None,Expert Infantryman Badge,Airborne Badge,Highly Qualified,2021-07-26,Fit for Duty,YES,461,Retained
US-0286,Wright,Danielle,F,29,AZ,CPL,E4,11B,Infantry,Combat,1st BCT,2-12 IN,Foxtrot,1st PLT,2019-12-04,4.5,TDY,Peacetime,CONUS,0,0,2504,0,422,2926,482,PASS,14.3,70,30,M240B,31,SHARPSHOOTER,BA/BS Degree,Top Secret,NO,NO,NO,M1126 Stryker,Expert Infantryman Badge,Airborne Badge,Outstanding,2020-02-15,Fit for Duty,YES,-488,ETS Eligible
US-0287,Harris,Nicole,F,39,MO,SGT,E5,11B,Infantry,Combat,DIVARTY,2-5 CAV,Foxtrot,HQ PLT,2011-04-09,13.1,Active Duty,JRTC Rotation,Fort Johnson,0,0,2730,1309,422,4461,533,PASS,16.3,63,72,M9 Pistol,37,EXPERT,Some College,Top Secret,YES,NO,NO,LMTV,Combat Medic Badge,None,Needs Improvement,2012-10-28,Limited Duty,YES,926,Retained
US-0288,Wright,Danielle,F,21,CO,CPL,E4,19D,Cavalry Scout,Combat,CAB,2-12 IN,HHC,2nd PLT,2020-12-20,3.4,Deployed,OEF,Afghanistan,1,0,2504,1061,422,3987,570,PASS,19.3,39,73,M9 Pistol,21,MARKSMAN,HS Diploma,Secret,NO,NO,YES,M1126 Stryker,Expert Infantryman Badge,Expert Infantryman Badge,Qualified,2022-02-24,Profile,YES,648,Retained
US-0289,Wright,Brandon,M,21,VA,COL,O6,94F,Special Electronic Devices Repairer,Maintenance,DISCOM,2-5 CAV,Echo,2nd PLT,2016-12-27,7.4,Leave,JRTC Rotation,Fort Johnson,0,0,7668,0,266,7934,584,PASS,19.3,41,44,M4 Carbine,36,EXPERT,HS Diploma,TS/SCI,NO,YES,NO,None,Purple Heart,None,Outstanding,2024-04-21,Fit for Duty,YES,270,Retained
US-0290,Davis,Nathan,M,28,NY,2LT,O1,42A,Human Resources Specialist,Admin,DIVARTY,2-4 AVN,Alpha,3rd PLT,2006-05-22,18,Active Duty,Peacetime,CONUS,0,0,3637,0,266,3903,453,PASS,19.7,82,57,M240B,37,EXPERT,AA Degree,TS/SCI,YES,NO,NO,HMMWV,None,None,Qualified,2009-04-22,Profile,YES,660,Retained
US-0291,Young,Marcus,M,27,NC,2LT,O1,25U,Signal Support Specialist,Signal,DIVARTY,2-4 AVN,Alpha,3rd PLT,2020-11-05,3.6,Leave,Peacetime,CONUS,0,0,3637,0,266,3903,320,FAIL,16.7,65,54,M240B,20,MARKSMAN,HS Diploma,None,NO,NO,NO,None,None,None,Qualified,2023-10-20,Limited Duty,YES,1439,Retained
US-0292,Harris,Travis,M,27,NY,SPC,E3,88M,Motor Transport Operator,Logistics,DISCOM,2-12 IN,Charlie,2nd PLT,2020-09-22,3.7,Transition,NTC Rotation,Fort Irwin,0,0,2259,1922,422,4603,587,PASS,13.3,40,78,M4 Carbine,38,EXPERT,Some College,Secret,NO,NO,NO,M2A3 Bradley,Bronze Star Medal,None,Qualified,2024-02-14,Profile,YES,-463,ETS Eligible
US-0293,Wright,Tyler,M,40,MI,SGT,E5,42A,Human Resources Specialist,Admin,CAB,1-4 AVN,Foxtrot,2nd PLT,2006-04-07,18.2,Active Duty,OIF,Iraq,11,1,2730,0,422,3152,463,PASS,20.5,27,62,M9 Pistol,20,MARKSMAN,Some College,Secret,NO,NO,NO,FMTV,None,Combat Medic Badge,Highly Qualified,2020-10-08,Limited Duty,YES,-133,ETS Eligible
US-0294,King,Nicole,F,38,CO,CPT,O3,25U,Signal Support Specialist,Signal,DISCOM,1-4 AVN,Delta,3rd PLT,2005-04-06,19.2,Leave,OIF,Iraq,3,0,4836,0,266,5102,405,PASS,16.7,62,62,M4 Carbine,34,SHARPSHOOTER,AA Degree,None,NO,NO,NO,None,Airborne Badge,Expert Infantryman Badge,Needs Improvement,2006-06-05,Profile,YES,1701,Retained
US-0295,Johnson,Travis,M,36,OH,CPT,O3,88M,Motor Transport Operator,Logistics,DIVARTY,15th BSB,Delta,1st PLT,2016-08-21,7.8,Attached,NTC Rotation,Fort Irwin,0,0,4836,0,266,5102,350,FAIL,18.9,33,72,M249 SAW,35,SHARPSHOOTER,Some College,Top Secret,YES,YES,NO,M1A2 Abrams,None,None,Outstanding,2016-12-12,Fit for Duty,YES,10,ETS Eligible
US-0296,Hall,Nathan,M,22,VA,SSG,E6,42A,Human Resources Specialist,Admin,DISCOM,1-8 CAV,Bravo,3rd PLT,2006-01-14,18.4,Leave,Peacetime,CONUS,0,0,2980,1400,422,4802,450,PASS,13.7,51,74,M240B,35,SHARPSHOOTER,Some College,None,NO,YES,NO,M2A3 Bradley,Air Assault Badge,None,Highly Qualified,2019-04-10,Profile,YES,970,Retained
US-0297,Young,Luis,M,28,CO,MAJ,O4,11C,Indirect Fire Infantry,Combat,DIVARTY,2-12 IN,Charlie,4th PLT,2019-07-29,4.8,Leave,OEF,Afghanistan,12,2,5696,0,266,5962,363,PASS,20.5,63,57,M249 SAW,18,MARKSMAN,BA/BS Degree,Top Secret,NO,NO,NO,M2A3 Bradley,None,None,Qualified,2019-11-14,Fit for Duty,YES,606,Retained
US-0298,Wright,Tyler,M,36,AL,MAJ,O4,11C,Indirect Fire Infantry,Combat,3rd BCT,1-4 AVN,Alpha,3rd PLT,2012-06-25,11.9,Attached,NTC Rotation,Fort Irwin,0,0,5696,0,266,5962,295,FAIL,19.9,34,47,M4 Carbine,28,MARKSMAN,HS Diploma,None,NO,NO,NO,M1126 Stryker,Combat Medic Badge,None,Highly Qualified,2024-05-15,Medical Hold,YES,610,Retained
US-0299,Garcia,Marcus,M,31,MO,2LT,O1,31B,Military Police,Law Enforcement,CAB,3-66 AR,Charlie,HQ PLT,2017-05-17,7,Active Duty,Peacetime,CONUS,0,0,3637,1624,266,5527,552,PASS,17.5,36,30,M249 SAW,37,EXPERT,Some College,Top Secret,NO,NO,NO,HMMWV,Combat Infantry Badge,None,Needs Improvement,2022-08-20,Limited Duty,YES,674,Retained
US-0300,Walker,Elijah,M,41,NY,MSG,E8,25U,Signal Support Specialist,Signal,DISCOM,2-5 CAV,Charlie,4th PLT,2022-04-14,2.1,Attached,OIR,Iraq/Syria,2,0,4739,0,422,5161,374,PASS,13.2,35,35,M4 Carbine,18,MARKSMAN,BA/BS Degree,None,NO,NO,NO,FMTV,None,None,Outstanding,2024-12-26,Limited Duty,YES,10,ETS Eligible
US-0301,Young,Ashley,F,29,CA,SFC,E7,94F,Special Electronic Devices Repairer,Maintenance,DISCOM,1-8 CAV,Echo,4th PLT,2020-10-04,3.7,Deployed,Peacetime,CONUS,0,0,3294,0,422,3716,311,FAIL,21,62,63,M9 Pistol,21,MARKSMAN,BA/BS Degree,None,NO,YES,NO,None,None,None,Qualified,2022-02-03,Limited Duty,YES,-37,ETS Eligible
US-0302,Hall,Kevin,M,21,TX,CPL,E4,25U,Signal Support Specialist,Signal,3rd BCT,87th BSB,Charlie,3rd PLT,2009-10-12,14.6,Active Duty,OIF,Iraq,12,2,2504,1245,422,4171,553,PASS,20.4,81,71,M4 Carbine,30,SHARPSHOOTER,AA Degree,TS/SCI,NO,NO,NO,M1A2 Abrams,Airborne Badge,Army Commendation Medal,Needs Improvement,2011-04-11,Profile,YES,1264,Retained
US-0303,Martinez,Jessica,F,41,CO,SGT,E5,42A,Human Resources Specialist,Admin,1st BCT,87th BSB,Alpha,2nd PLT,2022-04-05,2.2,Leave,JRTC Rotation,Fort Johnson,0,0,2730,0,422,3152,476,PASS,16.5,43,49,M9 Pistol,21,MARKSMAN,HS Diploma,TS/SCI,NO,YES,NO,FMTV,Air Assault Badge,Army Achievement Medal,Outstanding,2023-02-11,Medical Hold,YES,-47,ETS Eligible
US-0304,Williams,Derek,M,21,TX,SGT,E5,42A,Human Resources Specialist,Admin,CAB,2-4 AVN,Charlie,1st PLT,2008-08-06,15.8,TDY,JRTC Rotation,Fort Johnson,0,0,2730,1207,422,4359,350,FAIL,20.7,82,47,M9 Pistol,31,SHARPSHOOTER,Some College,TS/SCI,NO,YES,YES,None,Air Assault Badge,None,Qualified,2008-04-21,Profile,YES,468,Retained
US-0305,Clark,Jason,M,40,GA,PVT,E1,42A,Human Resources Specialist,Admin,CAB,2-12 IN,Charlie,4th PLT,2006-11-08,17.6,Leave,NTC Rotation,Fort Irwin,0,0,1917,0,422,2339,385,PASS,17.7,66,62,M249 SAW,24,MARKSMAN,MA/MS Degree,Secret,NO,YES,NO,None,None,None,Needs Improvement,2019-04-06,Profile,YES,109,ETS Eligible
US-0306,Davis,Tyler,M,38,CA,CPT,O3,11B,Infantry,Combat,3rd BCT,1-41 IN,Bravo,4th PLT,2005-05-25,19,Medical Hold,Peacetime,CONUS,0,0,4836,0,266,5102,558,PASS,19.8,44,56,M240B,38,EXPERT,AA Degree,TS/SCI,YES,NO,NO,None,None,Combat Medic Badge,Needs Improvement,2011-04-18,Fit for Duty,YES,937,Retained
US-0307,Moore,Jessica,F,41,IN,PFC,E2,12B,Combat Engineer,Combat Support,1st BCT,1-8 CAV,Alpha,3rd PLT,2009-10-03,14.7,Leave,OIR,Iraq/Syria,15,2,2149,0,422,2571,476,PASS,16.2,36,61,M240B,25,MARKSMAN,MA/MS Degree,Secret,NO,NO,NO,None,Army Achievement Medal,None,Highly Qualified,2015-03-11,Medical Hold,YES,360,Retained
US-0308,Brown,Monique,F,31,KY,SGT,E5,15T,UH-60 Helicopter Repairer,Aviation,DISCOM,21st BSB,Alpha,1st PLT,2018-02-27,6.3,Transition,JRTC Rotation,Fort Johnson,0,0,2730,0,422,3152,328,FAIL,18.5,79,36,M240B,25,MARKSMAN,AA Degree,Secret,YES,YES,NO,HMMWV,None,None,Qualified,2019-04-26,Medical Hold,YES,1286,Retained
US-0309,Clark,Ryan,M,23,IN,PVT,E1,12B,Combat Engineer,Combat Support,DIVARTY,2-12 IN,Echo,2nd PLT,2011-07-01,12.9,Medical Hold,OIF,Iraq,1,0,1917,1189,422,3528,328,FAIL,16.7,54,62,M249 SAW,30,SHARPSHOOTER,Some College,Top Secret,NO,YES,YES,LMTV,None,Air Assault Badge,Outstanding,2021-03-19,Fit for Duty,YES,1563,Retained
US-0310,Thompson,Derek,M,40,KY,SGM,E9,19D,Cavalry Scout,Combat,3rd BCT,15th BSB,Alpha,2nd PLT,2010-01-09,14.4,Active Duty,OIF,Iraq,7,1,5473,0,422,5895,358,FAIL,17.9,80,47,M240B,17,MARKSMAN,AA Degree,Top Secret,NO,NO,YES,LMTV,None,Combat Medic Badge,Highly Qualified,2016-08-12,Profile,YES,829,Retained
US-0311,Jackson,James,M,41,CO,MSG,E8,19D,Cavalry Scout,Combat,3rd BCT,3-66 AR,Charlie,1st PLT,2017-01-20,7.4,Transition,JRTC Rotation,Fort Johnson,0,0,4739,0,422,5161,421,PASS,18.6,64,54,M249 SAW,30,SHARPSHOOTER,AA Degree,TS/SCI,NO,NO,NO,M1A2 Abrams,Combat Medic Badge,None,Qualified,2022-07-25,Profile,YES,243,Retained
US-0312,Garcia,Sarah,F,30,AZ,SFC,E7,92A,Automated Logistical Specialist,Logistics,CAB,2-4 AVN,Bravo,3rd PLT,2005-06-22,18.9,Active Duty,OIR,Iraq/Syria,5,0,3294,1163,422,4879,363,PASS,18.3,32,34,M4 Carbine,29,MARKSMAN,HS Diploma,Secret,YES,NO,YES,FMTV,Combat Medic Badge,None,Outstanding,2005-12-25,Fit for Duty,YES,41,ETS Eligible
